id,car_model,car_year,car_vin,color,price
666,Mohave/Borrego,2009,WAUBF78EX6A015475,Turquoise,"€11388,42"
667,Yukon XL 1500,2013,WBA3N5C53EF236565,Teal,"€12866,90"
668,940,1994,SALFR2BG1EH502409,Indigo,"€30439,34"
669,Concorde,2002,3D7TT2CT0BG275944,Goldenrod,"€13561,74"
670,Cayenne,2005,WAUKH98E66A547733,Khaki,"€29215,19"
671,IPL G,2012,2HNYD18903H221625,Indigo,"€17728,72"
672,rio,1996,2HNYD2H31CH413492,Indigo,"€24450,18"
673,CX-7,2012,1FTEW1CM5EK179816,Aquamarine,"€37685,88"
674,LeBaron,1992,KM8NU4CC0BU711924,Blue,"€32763,92"
675,XJ Series,2000,1G4GG5G33CF810968,Goldenrod,"€25076,89"
676,LS,2006,WBANW1C50AC832730,Purple,"€12670,39"
677,Challenger,2004,2C4JRGAGXDR446702,Maroon,"€22722,86"
678,Stratus,2001,WAUEH48H98K982897,Teal,"€20047,19"
679,Esprit,1995,SCBDC47L78C625511,Maroon,"€36168,10"
680,Panamera,2013,1FAHP3DN9AW622414,Goldenrod,"€36952,16"
681,900,1989,WAUAH94F86N012647,Mauv,"€14253,78"
682,Grand Marquis,1997,W04GW5EV1B1039671,Turquoise,"€39400,40"
683,944,1984,JH4KB16578C496094,Crimson,"€33908,75"
684,B-Series,1991,1G6DM8E32D0642722,Blue,"€39017,82"
685,Leganza,2000,WA1DGAFE5ED564842,Green,"€23551,00"
686,E150,2009,5LMJJ3J58DE577020,Goldenrod,"€18699,25"
687,LeMans,1967,3N1CN7AP6EL895526,Khaki,"€27661,04"
688,2500,1998,19UYA42692A985230,Mauv,"€15050,90"
689,Accord,2010,WAULF78K49N691797,Red,"€28275,23"
690,S10,1993,1FMEU8FE3AU818272,Khaki,"€11594,75"
691,Civic,2001,WBAPK5C51BF840203,Pink,"€33784,65"
692,Quest,1999,2G4GS5EV1C9468447,Khaki,"€34788,18"
693,rio,1999,5GAKRCED6BJ011238,Puce,"€29268,64"
694,Mustang,2003,1G6DS57V990544779,Green,"€35638,74"
695,Probe,1995,5TDDK3DC0FS164582,Maroon,"€10438,78"
696,Expedition EL,2010,2C3CDZAG4FH147027,Yellow,"€24494,07"
697,Verano,2012,WAUHF98P28A678033,Khaki,"€15879,14"
698,G37,2010,JN8AF5MR7DT116975,Orange,"€10755,99"
699,Express 2500,2001,1FTKR1AD4AP500142,Crimson,"€12995,75"
700,Jetta,1988,WBAHN83558D186212,Purple,"€10073,31"
701,Tempest,1965,1GD022CG9CZ623448,Maroon,"€33539,35"
702,S60,2010,WVGAV7AX3CW895071,Green,"€16231,05"
703,Town & Country,1999,WAUDV74F79N006739,Turquoise,"€32894,64"
704,Prizm,2001,WAUJT68E24A464807,Yellow,"€29036,50"
705,XT,1986,1G6AB5SA7F0112629,Yellow,"€27504,44"
706,Galant,1989,JN8AZ2NC5D9909656,Fuscia,"€16767,47"
707,Typ-1,2009,1GYS4CEF6BR176362,Indigo,"€21882,83"
708,645,2004,WAUBH78E77A683942,Goldenrod,"€29948,09"
709,Veracruz,2009,KMHHT6KD8AU790750,Goldenrod,"€25602,67"
710,Tribeca,2012,WDCGG0EB7EG242328,Turquoise,"€10089,87"
711,RVR,1995,WBABN53443J503791,Goldenrod,"€35049,92"
712,3 Series,1992,3N1CE2CP0FL129194,Teal,"€26490,46"
713,Cabriolet,1991,4A4AP3AUXEE544754,Turquoise,"€27886,34"
714,Econoline E150,1996,WAUK2AFD7FN357879,Maroon,"€37086,74"
715,F250,1997,WAUKGBFB6AN941981,Fuscia,"€32419,35"
716,Town Car,1993,5GAKVBKD5EJ166300,Goldenrod,"€37547,05"
717,Grand Prix,1968,3GYFNGEY7BS769331,Mauv,"€31312,81"
718,Regal,1995,WAUNF98P68A263736,Teal,"€16320,89"
719,Firebird,1991,JN1AZ4EH3FM067597,Indigo,"€32054,82"
720,Avenger,2000,1N4AA5AP0BC929929,Indigo,"€39265,32"
721,300E,1993,JN8AF5MR7CT377621,Violet,"€12004,17"
722,D350,1993,1G4HJ5EM3BU582837,Turquoise,"€32444,57"
723,Ghost,2011,WA1WKBFP5CA904987,Maroon,"€11466,29"
724,G,2009,JN8AS1MUXAM492746,Aquamarine,"€27036,39"
725,911,1993,1C6RD7PT4CS787135,Yellow,"€17700,88"
726,SL-Class,1987,WBAUU33569A590482,Violet,"€21309,92"
727,F350,2006,1G6DD67V880320224,Maroon,"€11557,84"
728,Rio,2011,JM1BL1K57B1134225,Teal,"€18581,04"
729,F350,2007,JH4KB16608C058865,Red,"€17333,96"
730,Pathfinder,2005,1G6DH5EG4A0772888,Goldenrod,"€27582,64"
731,Marquis,1986,1N6AA0CC4FN915644,Violet,"€28669,14"
732,FJ Cruiser,2011,WAUAF78E05A589139,Pink,"€32434,72"
733,XC90,2004,5GADT13S542395574,Yellow,"€22417,77"
734,Bronco II,1988,WDDGF4HB0CA954939,Crimson,"€29122,76"
735,TrailBlazer,2008,SALVP2BG2EH779829,Blue,"€38125,24"
736,Avalanche,2012,WAUDK78T28A736556,Violet,"€18901,42"
737,Malibu,2006,5N1BA0ND0FN459893,Maroon,"€33897,46"
738,Capri,1992,WDDLJ7DB8EA930511,Mauv,"€28028,37"
739,A8,1997,WAUEKBFB8AN310659,Pink,"€38498,60"
740,Hombre,2000,5N1AA0NC7FN750166,Maroon,"€36624,72"
741,300SD,1993,JN8AZ1MU9AW580624,Indigo,"€19811,41"
742,MR2,2002,5UXZV8C58CL914593,Maroon,"€10348,60"
743,Prelude,1999,1NXBU4EE1AZ129072,Blue,"€32535,30"
744,Thunderbird,1996,1D7RV1CP3BS832596,Crimson,"€28137,08"
745,Sable,2000,JM3KE2BE2E0601309,Green,"€25573,80"
746,Elantra,2009,KNAGM4A70B5609579,Green,"€32590,30"
747,9-5,2008,SALWG2VF1FA689508,Goldenrod,"€20636,43"
748,2500,1996,SCFEBBBKXBG814176,Khaki,"€39232,75"
749,Riviera,1985,WAUKH78E86A633095,Fuscia,"€39657,49"
750,Cavalier,1996,1G6DD8E36E0757969,Maroon,"€34021,79"
751,Veracruz,2009,1FADP5AUXDL829597,Maroon,"€19722,60"
752,Corolla,1998,KMHHT6KD2EU684591,Red,"€28425,95"
753,Sedona,2007,WBAKF9C59DE288528,Yellow,"€34993,56"
754,Silverado 2500,2005,KNDMG4C7XC6156920,Red,"€39598,32"
755,3 Series,2007,WAUAF98E27A339724,Purple,"€37446,29"
756,Savana 1500,2011,WAUDH98E57A411071,Fuscia,"€39338,98"
757,Xterra,2008,1FTEW1CM7EK483245,Turquoise,"€29757,33"
758,Compass,2012,WBAEB5C54AC091470,Teal,"€21392,39"
759,Ion,2004,3D73M3HL7BG860158,Yellow,"€28269,29"
760,XK Series,2002,5N1CL0MM6EC138015,Turquoise,"€30722,31"
761,Aurora,1997,2T1KU4EEXCC924223,Puce,"€17675,05"
762,Flex,2011,1N6AA0CH8EN863087,Goldenrod,"€27851,96"
763,Sedona,2003,3D7TP2CT7BG726341,Maroon,"€25260,86"
764,Tempo,1988,WAUMFAFR7FA513032,Fuscia,"€29419,15"
765,Bronco II,1984,3VW467AT4CM190921,Mauv,"€23871,88"
766,I,1996,1G6DX6ED9B0279417,Aquamarine,"€19756,67"
767,Miata MX-5,1994,JN1BJ0HP2FM384911,Violet,"€10929,97"
768,F-Series,2003,WBALM7C56BE963067,Aquamarine,"€24237,75"
769,Expedition EL,2009,WA1CFBFP2BA214023,Khaki,"€12375,83"
770,57S,2005,WAUSH94F87N281978,Khaki,"€39233,31"
771,MPV,1994,3C6JD7BP7CG702934,Fuscia,"€20465,64"
772,Corvette,1967,WBAAV33401E485215,Mauv,"€39177,90"
773,Evora,2010,JTJBM7FX4A5579554,Orange,"€16039,02"
774,Optima,2008,3VW1K7AJ1DM460203,Violet,"€18664,74"
775,Brat,1986,2C4JDGAG5CR457877,Green,"€33817,10"
776,Tracer,1992,WVGEF9BP2ED301898,Maroon,"€10321,15"
777,LS,1997,JN1CV6AP9DM937623,Red,"€39051,38"
778,RX,2008,5TFBW5F17AX780866,Maroon,"€39935,08"
779,Highlander,2007,WBAEV334X4K101951,Red,"€19288,76"
780,Swift,1997,WAUGL98E38A152707,Pink,"€30824,48"
781,Intrigue,2001,WAUEV94F87N295787,Red,"€27577,08"
782,Sierra 3500,2005,WAUVC58E63A880725,Yellow,"€13702,85"
783,CX-7,2012,1G6AB5S36D0146379,Puce,"€34835,73"
784,Minx Magnificent,1950,WBABN33482J590081,Maroon,"€38192,40"
785,Patriot,2007,JTDKN3DP4C3400990,Crimson,"€16270,25"
786,Club Wagon,1996,1HGCP2E70AA847009,Blue,"€23492,36"
787,DTS,2006,SCFFDECN8CG977631,Red,"€39249,97"
788,Impala,2005,2C3CCARG7DH146802,Fuscia,"€14472,00"
789,GTI,2005,KMHHU6KJ0FU013733,Green,"€17779,14"
790,Ram Van 2500,2002,2T3BF4DV9AW363477,Green,"€19703,06"
791,MR2,1994,WAUEF78E78A981881,Red,"€13616,03"
792,rio,1998,WAUMFAFL4BN005454,Crimson,"€17411,71"
793,3000GT,1997,1GYUKBEF7AR064497,Turquoise,"€37182,98"
794,LS,1989,WA1BY74L88D343961,Indigo,"€36598,91"
795,Eldorado,1993,WBADW3C58CE053588,Violet,"€31648,94"
796,SJ 410,1984,WBAEW53424P221478,Indigo,"€26321,05"
797,Pajero,1988,WBAGL63464D537085,Pink,"€18475,73"
798,Sonata,1992,2T1BPRHE8FC227251,Indigo,"€37181,32"
799,Suburban 2500,2011,5NPDH4AE3DH092287,Red,"€17961,98"
800,Sebring,2006,KL4CJBSB1DB274641,Blue,"€37383,92"
801,XL-7,2008,1GYS3JEF5DR206171,Orange,"€12855,91"
802,New Beetle,1999,3GYFK66N94G512832,Orange,"€22272,31"
803,Prius Plug-in,2012,WBA3B9C5XEJ476323,Indigo,"€13455,77"
804,Tacoma,2003,5N1AN0NW3DN679382,Maroon,"€27060,21"
805,LS,2009,WBA3N5C52FK068913,Pink,"€13699,96"
806,Jetta,1987,WAUSH98E46A998627,Puce,"€33926,66"
807,Voyager,2000,WBA4A9C58FG676011,Blue,"€27974,87"
808,LSS,1999,1G4PR5SK0F4441575,Mauv,"€26514,81"
809,3000GT,1999,SCBLF34F43C517254,Puce,"€19807,26"
810,Express 3500,2000,JH4CW2H65EC703758,Crimson,"€36167,79"
811,Prizm,1996,2G4WB55K811068656,Green,"€36845,62"
812,Sierra 1500,2001,3VW4A7AT9DM409145,Aquamarine,"€38883,46"
813,XC60,2009,JH4CL95918C346809,Indigo,"€19214,05"
814,Ciera,1996,5FRYD3H28EB421857,Orange,"€38796,38"
815,Cooper Countryman,2012,WVWAA7AH0AV577713,Crimson,"€29185,74"
816,Silverado 1500,2001,JTJBC1BA5E2439909,Mauv,"€20444,59"
817,X5,2009,3D73Y4CLXBG736175,Green,"€30276,30"
818,Sebring,2003,JM1NC2MF3D0688721,Aquamarine,"€18860,60"
819,Aspire,1996,5NPDH4AE8FH852104,Fuscia,"€11584,83"
820,Discovery,2002,JTHBW1GG2D2077879,Indigo,"€27591,95"
821,Aerio,2007,1G6YV36A075169361,Khaki,"€26546,15"
822,Z8,2003,WDDHF5KB6EA002517,Aquamarine,"€20333,22"
823,Fusion,2013,5FNRL5H29DB757648,Yellow,"€19595,22"
824,Mirage,1990,WAUDV94F37N704791,Violet,"€22307,74"
825,Yukon XL 1500,2006,1FTEW1E86AK958104,Turquoise,"€34316,46"
826,Tacoma Xtra,2003,WAUVC58E64A244307,Orange,"€21492,64"
827,Suburban 1500,1992,1C4RDJEG7EC378541,Puce,"€28546,64"
828,Accord,1985,SCFAD01A27G629276,Teal,"€10404,97"
829,Trooper,1992,JTDKDTB38E1471885,Puce,"€36192,94"
830,Corvette,1968,JN8AZ1MU2EW609807,Blue,"€35128,52"
831,Grand Prix,1993,1GD02ZCG6EF009552,Aquamarine,"€30129,99"
832,Sebring,1996,1G6DS5EV3A0251399,Goldenrod,"€27011,16"
833,GS,2005,WAUDH48H59K056817,Turquoise,"€16197,13"
834,C-Class,2007,JH4CU2F61DC914107,Blue,"€18458,05"
835,Sorento,2006,WVWED7AJ1CW464197,Orange,"€36258,09"
836,300M,2003,WBAKA8C57AC639792,Fuscia,"€16692,63"
837,500SL,1993,4T1BF1FK0EU727771,Pink,"€24285,32"
838,Trans Sport,1991,WBAKN9C59FD040209,Indigo,"€21895,72"
839,MPV,1989,1FT7W2A69EE882899,Blue,"€14736,95"
840,SLK-Class,2006,TRUWT28NX31788626,Indigo,"€10292,64"
841,Highlander,2004,KMHHT6KD6CU720957,Violet,"€17024,23"
842,Explorer,1992,WBAAX13495P270439,Turquoise,"€37422,46"
843,Trooper,2001,5N1AA0NE0FN370975,Puce,"€27912,30"
844,Dakota,1995,1G6YX36D875705106,Aquamarine,"€14477,37"
845,SC,2009,WBAYA6C50FD264800,Pink,"€11625,02"
846,SLK-Class,2008,JH4NA216X4S366364,Orange,"€12614,46"
847,Legacy,2011,1G6DW677970323157,Goldenrod,"€16367,08"
848,M5,1993,WDDGF5EB9BA232913,Teal,"€32087,27"
849,Achieva,1996,3VW4S7AT6EM017559,Purple,"€17778,29"
850,Rendezvous,2007,WAURFAFR7CA891160,Blue,"€13451,78"
851,Lancer,2004,1GD12YEG7FF015440,Indigo,"€38406,87"
852,Wrangler,1994,WAUJGAFC0DN491408,Khaki,"€25113,71"
853,Tacoma,2011,WBAEU33472P414975,Maroon,"€39397,43"
854,Ram,2007,WAUBFAFL8CN574381,Red,"€31718,90"
855,9-5,2007,2HNYD18734H835150,Mauv,"€36788,45"
856,Avalanche 1500,2005,1GYFK26269R040465,Crimson,"€39702,52"
857,Camaro,1976,TRUTX28N011786047,Violet,"€25452,19"
858,V50,2008,JTDKDTB32C1052167,Turquoise,"€37733,69"
859,SC,2007,WDDJK7DA7DF712170,Puce,"€15119,26"
860,S-Class,1995,1N6BF0KM9FN241801,Puce,"€22122,75"
861,Firebird,1990,3D73Y3CL2BG294938,Crimson,"€35296,68"
862,100,1991,3C63DRGL3CG906351,Teal,"€17899,24"
863,Fleetwood,1996,1N4AB7APXDN843866,Violet,"€24903,87"
864,Wrangler,2000,YV4902DZ4B2163881,Yellow,"€26173,55"
865,Paseo,1994,5FPYK1F29BB539983,Turquoise,"€26413,23"
866,Jetta,1997,3D73M3CL7BG138745,Goldenrod,"€39970,06"
867,Suburban 2500,2010,1GYS4KEF1DR567478,Red,"€31584,20"
868,E350,2012,WBAUU3C53BA791049,Orange,"€36931,76"
869,Corolla,2008,5N1AT2ML5FC050939,Khaki,"€39766,61"
870,Solara,2008,1FTMF1EW0AK124131,Indigo,"€34496,11"
871,CR-X,1985,WAUEKBFB4AN013565,Crimson,"€24872,37"
872,Caravan,2007,2G4G05GVXB9996599,Green,"€39957,37"
873,Camry,2004,WAUMR44E87N740006,Indigo,"€16746,83"
874,Savana 1500,2007,WAU2MAFC3FN568143,Yellow,"€17046,78"
875,Hombre,1997,WBAPM7C59AA773285,Puce,"€20094,18"
876,Sentra,2008,1N6AF0LY9FN235591,Green,"€14145,57"
877,Concorde,1997,TRUSX28N311363443,Puce,"€38804,53"
878,Chariot,1990,WAUKG78E76A760519,Red,"€21936,54"
879,QX,2010,19UUA9E57DA080485,Orange,"€14883,98"
880,Tracker,2004,3C63D3JL4CG973594,Indigo,"€10371,70"
881,Th!nk,2001,WDDEJ7HB7AA391909,Khaki,"€36558,73"
882,Tucson,2010,WAU3FAFR2AA363674,Crimson,"€10081,34"
883,Tahoe,2003,WBAYA8C52DD580966,Maroon,"€13137,50"
884,Savana 1500,2000,JN8AS5MT6AW467426,Maroon,"€33533,74"
885,Expo,1992,5FPYK1F45CB908874,Red,"€16965,15"
886,Firebird,1968,1G6DU6EA8A0653769,Red,"€22168,67"
887,A6,1997,WA1VGAFP1FA331954,Puce,"€24044,84"
888,Maxima,1990,1N6AD0CW2EN433156,Blue,"€25007,67"
889,Prius,2003,1G6DF5E52D0400717,Purple,"€11517,00"
890,Astra,2008,5LMJJ2HT7FE048739,Maroon,"€23581,69"
891,MPV,1990,WBAEP334X5P630735,Maroon,"€22159,63"
892,5000CS Quattro,1986,1FTMF1CW2AK834649,Pink,"€26260,72"
893,W201,1984,2T1BURHE6FC767741,Orange,"€26951,26"
894,Boxster,1997,WBS3U9C51FJ452774,Pink,"€14728,88"
895,LR2,2008,JN1CV6FE8EM073852,Goldenrod,"€24771,32"
896,Sigma,1990,1FTEW1CF0FF541384,Green,"€23887,57"
897,Ram 3500,2005,WP0AA2A99ES324893,Teal,"€29966,72"
898,Quattroporte,2006,WAUBFBFL1AN834509,Fuscia,"€35411,69"
899,Astro,2002,WAUVT58E72A966026,Khaki,"€15539,52"
900,CTS-V,2012,1GYS3AEF2CR973944,Yellow,"€29298,86"
901,Silverado 1500,2010,1FTSW2B53AE890541,Purple,"€19926,48"
902,240,1992,1C4RDHEG5FC338582,Teal,"€32248,21"
903,Laser,1992,WAUHGAFC7FN325369,Indigo,"€26400,91"
904,Skylark,1996,JTHBL1EF7D5812230,Pink,"€16093,29"
905,MR2,1992,WBADW3C52DE716834,Puce,"€27638,19"
906,Accent,2004,WAUKFAFL6CA527275,Crimson,"€27810,86"
907,Diamante,1997,WAUFL44D12N708976,Yellow,"€10971,05"
908,S-Class,1990,SCBGU3ZA6DC483999,Yellow,"€39159,71"
909,Optima,2002,WAUDC68DX1A672885,Fuscia,"€37237,37"
910,Journey,2009,WBA3T7C59F5456284,Aquamarine,"€27851,35"
911,Mustang,2012,2G4GY5GV3B9929948,Khaki,"€29620,15"
912,S-Class,1988,JH4DB76691S676743,Yellow,"€35295,60"
913,Passat,1998,19UUA56913A094536,Mauv,"€19910,94"
914,SC,2007,SCBLC37F46C566575,Red,"€21006,19"
915,Capri,1984,3VW517AT5FM297712,Blue,"€26474,79"
916,RAV4,1998,WBAPM73529E768482,Purple,"€10883,58"
917,MKX,2010,KMHGN4JE9FU415476,Pink,"€13802,20"
918,XC70,2008,5TDBKRFH0FS762903,Orange,"€38565,95"
919,Sentra,1992,WBAVC935X8K295789,Puce,"€32370,81"
920,E-Series,2009,NM0KS9BN4BT126666,Goldenrod,"€32374,94"
921,NSX,1995,5J8TB1H50CA584249,Orange,"€38617,78"
922,Taurus,1998,2D4RN3DG0BR757798,Green,"€34453,45"
923,Continental,1985,JM3TB2BA5B0688497,Turquoise,"€34339,15"
924,Grand Cherokee,2010,WAUXL58EX5A398643,Turquoise,"€22965,48"
925,57,2008,1GYS4AEF8ER224758,Red,"€15943,12"
926,Neon,1999,JTDKN3DU5F0209526,Goldenrod,"€20822,69"
927,H1,2001,JH4DC23171S199707,Teal,"€22935,57"
928,Sunbird,1986,WBAUN1C50AV760379,Blue,"€36211,66"
929,Sunbird,1985,1G6DJ1E36C0632094,Blue,"€29471,21"
930,Tercel,1993,WP0AD2A77EL890891,Yellow,"€17511,06"
931,Bronco,1984,JTHBE5C29A2163061,Pink,"€27357,97"
932,Imperial,1993,WBABD33416J534668,Crimson,"€30993,98"
933,A6,1996,WBAUN1C54BV548344,Indigo,"€29012,43"
934,Santa Fe,2001,5NPDH4AE4BH052457,Crimson,"€11969,45"
935,330,2005,2D4RN6DX8AR983118,Violet,"€11793,14"
936,924 S,1987,KNAGM4A73B5343507,Aquamarine,"€19098,89"
937,Silverado,2010,1G4CU541144204091,Green,"€38971,44"
938,Shadow,1992,WBANE735X6B372107,Mauv,"€10898,81"
939,Supra,1996,WA1MMAFE2AD671124,Pink,"€16514,33"
940,Rodeo,2000,3N1AB6APXCL645794,Blue,"€24643,72"
941,Passat,2010,2HKRM3H58DH589479,Violet,"€17307,08"
942,CTS,2011,1GYEE53A090884344,Pink,"€36425,32"
943,300SE,1993,WBA3C1C54FP094849,Teal,"€20976,97"
944,80,1989,WBAEN33485P708872,Orange,"€14591,78"
945,Oasis,1996,WBSKG9C55DJ073518,Maroon,"€31282,32"
946,xB,2012,WVGEF9BP7ED783199,Fuscia,"€35268,22"
947,Diablo,1997,JTMHY7AJ4E4041985,Red,"€36602,18"
948,300,2009,1FTEX1E81AF325595,Turquoise,"€15689,17"
949,Rio,2009,WAUKGAFB5BN893630,Green,"€12288,22"
950,Montana,1999,1G4GD5ER8CF368382,Orange,"€32995,68"
951,8 Series,1993,1N6AA0CH2EN438173,Purple,"€14124,93"
952,940,1995,KM8JT3AF3EU745871,Turquoise,"€14840,31"
953,Rabbit,2006,1FTEW1E89AK625573,Purple,"€17348,46"
954,80,1990,2FMDK3ACXAB188847,Green,"€33504,10"
955,GL-Class,2010,1D7RV1GP3BS853863,Mauv,"€17057,46"
956,Range Rover,1988,2G4GS5GXXE9951985,Red,"€19155,82"
957,Cabriolet,1999,1FTSW3B52AE705580,Teal,"€18133,93"
958,Q5,2009,1G6AZ5SX9E0683568,Violet,"€39548,55"
959,Bravada,2004,WAUDF78E97A921871,Puce,"€35801,44"
960,Miata MX-5,2001,WAUFGAFC5FN344588,Teal,"€21987,57"
961,Tredia,1987,WAU3GAFR0DA911978,Maroon,"€18456,15"
962,Escape,2010,1G6DG8EG5A0077310,Goldenrod,"€20665,93"
963,F250,2004,5GAKVDKD9DJ013056,Violet,"€24003,93"
964,Grand Am,2002,YV4902DZ9D2442536,Fuscia,"€18789,61"
965,Dakota,1999,2G4WD532851627819,Teal,"€19522,86"
966,Viper,1998,WBAVC53547F404389,Fuscia,"€23665,25"
967,Yukon XL 1500,2011,2G4GV5EV3B9316367,Turquoise,"€20159,56"
968,Elantra,2004,JN1CV6AP3BM781396,Goldenrod,"€19872,11"
969,Impreza,1994,1G6DB8E57E0031528,Goldenrod,"€27144,66"
970,Cabriolet,1999,1G4HP54K95U861843,Khaki,"€27983,05"
971,Suburban 1500,1992,2G4WB52K521288276,Mauv,"€17798,77"
972,ES,2004,JN1CV6EKXFM144235,Goldenrod,"€11784,94"
973,Stratus,2005,WAU2GAFC4CN940494,Goldenrod,"€39870,67"
974,Outback Sport,2002,1N6AA0EC4DN794074,Blue,"€21640,31"
975,E-Class,1985,5YMKT6C58F0557362,Yellow,"€11771,74"
976,Q,1992,1LNHL9DK7DG453258,Green,"€15119,09"
977,968,1993,WAUMFAFH3FN707203,Khaki,"€31542,06"
978,Grand Prix,1982,5N1AN0NU9CN568350,Aquamarine,"€37158,16"
979,Grand Am,2004,WAUEH78E26A715305,Mauv,"€21973,54"
980,Trans Sport,1999,JN1BV7AP2FM638110,Puce,"€36796,71"
981,Intrepid,1994,JH4KB16348C369642,Aquamarine,"€19753,46"
982,DTS,2008,5UXFG8C53AL598952,Puce,"€20753,52"
983,Continental,1999,KM8JT3AB9BU736052,Pink,"€26372,89"
984,Defender 110,1993,ZFBCFABH8EZ437724,Blue,"€27720,22"
985,Type 2,1989,WP0CB2A85FS671099,Turquoise,"€16594,34"
986,Fiero,1988,1G6DS8E31D0507138,Fuscia,"€12794,98"
987,Mustang,1965,TRUTC28NX21353591,Violet,"€34975,60"
988,Lanos,2002,WVWAB7AJ0DW282402,Goldenrod,"€11336,71"
989,Rally Wagon G2500,1995,1FTSW3B54AE380091,Crimson,"€26460,19"
990,LR3,2007,SCBBR93W99C636482,Red,"€19956,77"
991,Mustang,1996,WAUFGBFC8DN401756,Teal,"€37392,97"
992,GTI,1987,3N1AB7AP0FL939439,Red,"€26086,23"
993,Blazer,2000,WBAVL1C53FV474253,Mauv,"€10017,66"
994,3 Series,1999,5UMDU93416L142000,Blue,"€32324,42"
995,Murano,2010,WAUGL98E86A181746,Pink,"€13191,36"
996,J,1993,19UUA66275A496332,Goldenrod,"€24608,27"
997,Altima,1996,WBAVM1C56EV237641,Aquamarine,"€18202,49"
998,Corvette,1961,1N4AL2AP6AN961571,Puce,"€19043,69"
999,Maxima,1998,WAULH54B61N846410,Fuscia,"€14153,70"
1000,Grand Am,1990,2G4WB52K821421953,Crimson,"€23398,19"
